MEDICION DE LA PUERTA DE CALIBRACION, vuelta 40, 19 ago 2026
Umbrales VIGENTES y NO tocados: pareja 80, bloque 44. MIN_PASOS_BLOQUE 4.
  analisis_flujo_de_valor                       core             6 pasos | pareja  50.2 (3 y 4) | bloque  44.3 (corte tras 4, margen +0.3)  | entra por bloque
  gestion_equilibrio_familia_startup            core             4 pasos | pareja  47.5 (3 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  concepto_supuestos_erroneos_sobre_calidad     quality          4 pasos | pareja  49.0 (1 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  backlog_evolutivo_y_cronograma_flexible       core             5 pasos | pareja  49.0 (1 y 5) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  sesgo_retrospectivo                           health_safety    4 pasos | pareja  48.5 (1 y 3) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  tipos_benchmarking_por_participante           quality          4 pasos | pareja  55.6 (3 y 4) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  organizaciones_alta_confiabilidad_hro         health_safety    4 pasos | pareja  50.0 (1 y 4) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  mecanica_conversion_deuda                     core             4 pasos | pareja  46.2 (1 y 2) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  capacidad_proceso_concepto                    quality          6 pasos | pareja  55.0 (3 y 4) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  canales_comunicacion_estrategicos             environmental    4 pasos | pareja  47.1 (1 y 2) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  economia_circular_como_modelo_de_negocio      core             5 pasos | pareja  54.3 (4 y 5) | bloque  44.2 (corte tras 3, margen +0.2)  | entra por bloque
  secuencia_universal_para_el_breakthrough      quality          6 pasos | pareja  48.9 (1 y 6) | bloque  44.2 (corte tras 4, margen +0.2)  | entra por bloque
  estrategia_redes_sociales_franquicias         franquicias      5 pasos | pareja  46.4 (1 y 3) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  ways_to_grow_matrix                           core             5 pasos | pareja  52.0 (1 y 2) | bloque  44.2 (corte tras 3, margen +0.2)  | entra por bloque
  anota_por_que_decidiste_asi                   risk_management  4 pasos | pareja  45.9 (1 y 2) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  validacion_con_franquiciados                  franquicias      4 pasos | pareja  53.0 (1 y 2) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  diseno_fugitivo_runaway_design                core             4 pasos | pareja  48.2 (1 y 3) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  gestion_de_las_cuatro_fases_del_negocio       core             4 pasos | pareja  47.0 (1 y 3) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  contratar_abogado_franquicias                 franquicias      5 pasos | pareja  51.1 (1 y 2) | bloque  44.2 (corte tras 3, margen +0.2)  | entra por bloque
  desarrollo_value_proposition_usp              franquicias      5 pasos | pareja  50.3 (1 y 2) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  diseno_implementacion_remedio                 quality          6 pasos | pareja  50.8 (1 y 6) | bloque  44.2 (corte tras 4, margen +0.2)  | entra por bloque
  reporte_casi_accidentes                       health_safety    4 pasos | pareja  48.4 (1 y 3) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  sistema_gestion_cumplimiento_ambiental        environmental    4 pasos | pareja  45.9 (2 y 4) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  metodologias_analisis_territorio              franquicias      5 pasos | pareja  45.2 (1 y 5) | bloque  44.2 (corte tras 3, margen +0.2)  | entra por bloque
  mitigacion_riesgos_ambientales                environmental    4 pasos | pareja  51.2 (1 y 3) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  international_partner_search                  exportacion      6 pasos | pareja  47.5 (4 y 5) | bloque  44.2 (corte tras 2, margen +0.2)  | entra por bloque
  burn_rate_por_etapa                           core             4 pasos | pareja  45.8 (1 y 3) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  organizacion_independiente_de_calidad         quality          4 pasos | pareja  47.7 (1 y 2) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  stage_gate_td_tecnologia                      core             5 pasos | pareja  47.9 (2 y 3) | bloque  44.1 (corte tras 3, margen +0.1)  | entra por bloque
  customer_discovery_cuatro_fases               core             4 pasos | pareja  46.6 (1 y 3) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  ciclo_construir_medir_aprender                core             4 pasos | pareja  49.3 (1 y 3) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  juran_transformation_roadmap                  quality          5 pasos | pareja  58.3 (2 y 3) | bloque  44.1 (corte tras 3, margen +0.1)  | entra por bloque
  gestion_resistencia_cultural_cambio           quality          5 pasos | pareja  54.0 (1 y 2) | bloque  44.1 (corte tras 3, margen +0.1)  | entra por bloque
  calidad_de_ejecucion_proceso_innovacion       core             5 pasos | pareja  54.5 (1 y 2) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  global_vs_local_maximum                       core             4 pasos | pareja  57.3 (1 y 4) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  spreadsheet_diseno_para_la_calidad            quality          4 pasos | pareja  51.6 (3 y 4) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  activity_resource_requirements                core             4 pasos | pareja  55.6 (1 y 2) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  estrategia_crecimiento_clientes               core             6 pasos | pareja  47.6 (5 y 6) | bloque  44.1 (corte tras 3, margen +0.1)  | entra por bloque
  identify_mapeo_datos                          seguridad_digital 5 pasos | pareja  51.4 (1 y 2) | bloque  44.1 (corte tras 3, margen +0.1)  | entra por bloque
  fomento_educacion_autoeducacion               quality          4 pasos | pareja  46.7 (1 y 4) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  reporte_gerencial_diagnostico_calidad         quality          5 pasos | pareja  51.5 (1 y 5) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  pensamiento_visual_modelos_negocio            core             5 pasos | pareja  48.7 (1 y 5) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  community_building_estrategia                 core             7 pasos | pareja  45.3 (3 y 6) | bloque  44.1 (corte tras 5, margen +0.1)  | entra por bloque
  equity_crowdfunding                           core             4 pasos | pareja  45.9 (1 y 3) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  concepto_vs_tecnica                           quality          4 pasos | pareja  51.2 (1 y 4) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  critica_del_pib_como_metrica_de_progreso      environmental    6 pasos | pareja  54.1 (1 y 6) | bloque  44.1 (corte tras 3, margen +0.1)  | entra por bloque
  decision_diy_vs_consultor_franquicia          franquicias      5 pasos | pareja  45.7 (3 y 4) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  consejo_asesor_franquiciados_fac              franquicias      6 pasos | pareja  49.4 (2 y 4) | bloque  44.1 (corte tras 2, margen +0.1)  | entra por bloque
  vehiculos_autonomos_drones_supply_chain       core             5 pasos | pareja  52.1 (2 y 3) | bloque  44.0 (corte tras 3, margen +0.0)  | entra por bloque
  term_sheet_disposiciones_vinculantes          core             5 pasos | pareja  49.2 (4 y 5) | bloque  44.0 (corte tras 3, margen +0.0)  | entra por bloque
  nutrientes_biologicos                         environmental    4 pasos | pareja  51.4 (3 y 4) | bloque  44.0 (corte tras 2, margen +0.0)  | entra por bloque
  caso_estudio_benchmarking_terminal            quality          6 pasos | pareja  50.6 (4 y 5) | bloque  44.0 (corte tras 2, margen +0.0)  | entra por bloque
  estimacion_intervalos_confianza               quality          5 pasos | pareja  47.8 (1 y 4) | bloque  44.0 (corte tras 3, margen +0.0)  | entra por bloque
  pensar_en_grande_empezar_pequeno              core             4 pasos | pareja  47.7 (1 y 2) | bloque  44.0 (corte tras 2, margen +0.0)  | entra por bloque
  reconoce_las_tacticas_de_presion_y_urgencia_artificial_del_vendedor compras          5 pasos | pareja  51.6 (1 y 5) | bloque  44.0 (corte tras 2, margen +0.0)  | entra por bloque
  hoja_estimacion_costos                        core             5 pasos | pareja  51.2 (2 y 4) | bloque  44.0 (corte tras 3, margen +0.0)  | entra por bloque
  pivotar_o_proceder                            core             5 pasos | pareja  55.0 (2 y 3) | bloque  44.0 (corte tras 3, margen +0.0)  | entra por bloque
  equipos_ruptura_vet                           quality          4 pasos | pareja  48.4 (3 y 4) | bloque  44.0 (corte tras 2, margen +0.0)  | entra por bloque
  hojas_de_verificacion                         quality          5 pasos | pareja  54.7 (1 y 3) | bloque  44.0 (corte tras 2, margen +0.0)  | entra por bloque
  burocracia_de_seguridad                       health_safety    5 pasos | pareja  46.6 (1 y 5) | bloque  44.0 (corte tras 3, margen +0.0)  | entra por bloque

4. CUANTOS NUCLEO entre los veinte de bloque mas alto: 14
